sheet,position_no,title_th,org_unit_code,position_type_code
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3602-195 (ถ),พยาบาลวิชาชีพ,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-4201-096 (ถ),เจ้าพนักงานการเงินและบัญชี,SS,GENERAL
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3601-255 (ถ),นักวิชาการสาธารณสุข,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3601-256 (ถ),นักวิชาการสาธารณสุข,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3601-257 (ถ),นักวิชาการสาธารณสุข,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3601-258 (ถ),นักวิชาการสาธารณสุข,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3602-196 (ถ),พยาบาลวิชาชีพ,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3602-197 (ถ),พยาบาลวิชาชีพ,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-4201-097 (ถ),เจ้าพนักงานการเงินและบัญชี,SS,GENERAL
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3601-259 (ถ),นักวิชาการสาธารณสุข,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3601-260 (ถ),นักวิชาการสาธารณสุข,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3601-261 (ถ),นักวิชาการสาธารณสุข,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3602-198 (ถ),พยาบาลวิชาชีพ,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3602-199 (ถ),พยาบาลวิชาชีพ,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-4201-098 (ถ),เจ้าพนักงานการเงินและบัญชี,SS,GENERAL
ขรก.ถ่ายโอน รพ.สต.,52-1-06-4601-058 (ถ),เจ้าพนักงานสาธารณสุข,SS,GENERAL
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3602-200 (ถ),พยาบาลวิชาชีพ,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3601-262 (ถ),นักวิชาการสาธารณสุข,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3601-263 (ถ),นักวิชาการสาธารณสุข,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3602-201 (ถ),พยาบาลวิชาชีพ,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-3602-202 (ถ),พยาบาลวิชาชีพ,SS,ACADEMIC
ขรก.ถ่ายโอน รพ.สต.,52-1-06-4201-099 (ถ),เจ้าพนักงานการเงินและบัญชี,SS,GENERAL
ขรก.ถ่ายโอน รพ.สต.,52-1-06-4601-059 (ถ),เจ้าพนักงานสาธารณสุข,SS,GENERAL
ลูกจ้างประจำ,2,ลูกจ้างประจำ,SC,GENERAL
ลูกจ้างประจำ,50,ลูกจ้างประจำ,SC,GENERAL
คณะผู้บริหาร,EX-001,นายก อบจ.ลำปาง,EX,POLITICAL
คณะผู้บริหาร,EX-002,รองนายก อบจ.ลำปาง,EX,POLITICAL
คณะผู้บริหาร,EX-003,รองนายก อบจ.ลำปาง,EX,POLITICAL
คณะผู้บริหาร,EX-004,เลขานุการนายก อบจ.ลำปาง,EX,POLITICAL
คณะผู้บริหาร,EX-005,เลขานุการนายก อบจ.ลำปาง,EX,POLITICAL
คณะผู้บริหาร,EX-006,ที่ปรึกษานายก อบจ.ลำปาง,EX,POLITICAL
คณะผู้บริหาร,EX-007,ที่ปรึกษานายก อบจ.ลำปาง,EX,POLITICAL
คณะผู้บริหาร,EX-008,ที่ปรึกษานายก อบจ.ลำปาง,EX,POLITICAL
คณะผู้บริหาร,EX-009,ผู้ช่วยผู้บริหาร,EX,POLITICAL
